5.1387	900.212
1.75741	25.4158
3.08652	147.472
5.34534	1041.31
9.47628	9122.01
1.71736	23.8144
7.02231	2896.74
2.26431	53.9434
4.94773	783.198
1.2472	10.2123
0.838988	4.01081
3.89647	330.72
2.77226	103.059
3.68071	270.54
9.83437	10526.8
5.35398	1047.55
7.65682	4025.23
6.46473	2118.79
7.67139	4054.52
7.80237	4325.15
8.22951	5303.14
1.51932	17.0102
6.25477	1871.25
3.14685	157.471
3.46901	220.039
9.17204	8043.63
5.1976	938.849
4.01154	366.743
6.06758	1669.6
7.85402	4435.53
9.31523	8538.45
8.69921	6561.67
8.66525	6463.8
6.7452	2487.17
7.584	3881.2
5.81893	1427.71
3.89248	329.521
3.55635	239.905
2.00232	37.1278
8.26927	5401.96
4.15903	417.219
4.63522	617.081
9.79163	10351.1
1.26436	10.5671
2.12637	44.4796
9.58451	9530.73
7.37463	3488.71
4.09056	393.167
7.80113	4322.53
7.57899	3871.45
9.56842	9469.1
0.28096	0.0291681
3.18728	164.458
7.56934	3852.69
2.42995	67.3121
5.89542	1499.08
0.434244	0.797312
9.56025	9437.93
3.19133	165.172
0.593598	1.81883
4.41876	518.829
9.1502	7970.08
5.72247	1341.4
1.18838	9.06237
5.69771	1319.9
2.52048	75.6376
4.95858	789.515
2.36734	61.9861
4.76961	684.837
4.06093	383.093
8.72998	6651.29
4.26963	458.427
3.58218	246.038
3.81988	308.291
0.431799	0.783568
1.60587	19.7669
5.22351	956.242
6.96581	2809.37
0.971005	5.60319
4.00847	365.742
7.73432	4182.9
2.44827	68.9362
3.42824	211.212
2.29994	56.6263
2.97877	130.845
3.04546	140.954
8.87207	7077.22
0.366694	0.4364
6.51147	2177.11
3.98606	358.52
6.76297	2512.03
7.32578	3401.62
9.37797	8762.33
2.3328	59.1922
8.38481	5697.06
9.6721	9871.44
7.78638	4291.41
4.31518	476.272
6.74103	2481.35
8.09358	4975.52
1.58765	19.1598
2.79899	106.37
1.35323	12.5536
8.64187	6397.06
7.50185	3723.43
2.07999	41.6087
1.39963	13.6962
2.94589	126.072
8.02806	4823.15
2.18934	48.6234
5.63082	1263.12
7.15602	3111.66
1.97542	35.6675
9.89825	10793.6
2.50038	73.723
4.30608	472.665
7.55274	3820.58
8.60929	6304.96
8.94781	7312.51
9.78088	10307.3
3.95412	348.41
4.32205	479.008
1.2714	10.7153
4.57675	589.251
2.37831	62.8943
9.86032	10634.6
6.52831	2198.42
6.04246	1643.84
2.41906	66.3608
4.54873	576.261
7.8996	4534.68
0.788191	3.48267
4.7641	681.95
1.52588	17.2081
2.45752	69.768
9.44993	9024.55
6.1402	1745.76
9.88186	10724.7
4.77276	686.492
7.99684	4751.81
7.44184	3611.29
3.80735	304.738
4.79891	700.33
5.26908	987.414
0.980991	5.73781
5.94211	1543.95
3.47183	220.66
1.43366	14.5831
7.7954	4310.41
7.10997	3036.33
4.46139	537.163
7.04569	2933.49
0.953091	5.36697
9.62825	9699.76
5.51302	1167.64
7.40264	3539.4
5.79039	1401.74
6.37876	2014.62
7.81656	4355.27
1.87904	30.7998
3.02103	137.183
2.82807	110.067
6.84006	2622.08
2.92919	123.7
5.65391	1282.5
4.18449	426.444
3.06581	144.157
4.4453	530.183
5.6569	1285.03
4.87929	744.213
6.06633	1668.31
4.1586	417.063
1.30424	11.4269
2.5596	79.4736
0.357581	0.390544
9.77097	10267
1.14506	8.27806
3.78054	297.234
6.46711	2121.73
3.50446	227.944
5.53049	1181.44
3.58411	246.5
5.65451	1283
4.75635	677.91
1.63682	20.832
6.15225	1758.65
1.7217	23.984
5.54712	1194.7
2.92231	122.733
8.72162	6626.85
8.35062	5608.5
8.44895	5866.01
8.95509	7335.4
5.94763	1549.33
5.40566	1085.5
1.68211	22.4709
6.54958	2225.55
6.90519	2717.87
2.63855	87.6772
1.06692	6.9877
8.14912	5107.48
1.91361	32.4814
4.23297	444.439
3.51858	231.153
8.39209	5716.06
1.37331	13.0389
2.62667	86.403
1.77253	26.0418
4.79918	700.477
3.80171	303.148
5.04823	843.234
5.02776	830.727
3.51924	231.302
5.25583	978.271
1.20635	9.40298
5.19556	937.491
6.07121	1673.34
7.32908	3407.45
5.56884	1212.17
3.44134	214.017
8.01968	4803.94
5.90988	1512.87
2.66907	91.0198
6.70676	2434.01
5.52153	1174.35
7.88935	4512.25
8.87718	7092.93
8.89998	7163.24
0.681089	2.50216
8.00584	4772.3
9.07367	7716.41
6.44128	2089.98
1.65154	21.3541
3.0136	136.053
1.66283	21.7614
2.85169	113.142
8.41976	5788.68
5.36325	1054.28
0.3635	0.420252
2.07211	41.1361
0.212392	-0.260989
3.58133	245.833
6.21471	1826.63
5.20032	940.666
5.46037	1126.79
1.53675	17.5398
8.23362	5313.28
0.333547	0.272635
0.259684	-0.0640165
3.78132	297.451
6.16332	1770.56
0.203943	-0.294774
6.26561	1883.47
9.15205	7976.29
3.74798	288.317
7.29457	3346.84
3.95814	349.671
9.82265	10478.4
5.97287	1574.07
1.12332	7.90332
2.21591	50.4597
7.99181	4740.4
8.70664	6583.22
7.38232	3502.58
0.136308	-0.551038
7.3956	3526.61
4.18353	426.091
3.62033	255.314
2.03911	39.2003
1.83165	28.6054
0.762892	3.23542
1.15555	8.46328
1.59123	19.278
7.88256	4497.42
0.403554	0.628618
7.90644	4549.72
5.99013	1591.16
4.026	371.472
2.29052	55.9072
1.82802	28.4427
6.14316	1748.93
3.31902	188.901
6.05152	1653.1
9.64109	9749.79
3.78071	297.281
1.84412	29.1705
3.00094	134.14
0.541966	1.45882
1.44022	14.759
0.104482	-0.663462
8.8485	7005.18
9.58016	9514.02
6.25903	1876.05
9.55599	9421.7
6.3104	1934.58
0.391526	0.564682
3.5131	229.904
1.46339	15.3932
1.06021	6.88394
1.9744	35.613
0.839473	4.01606
0.268259	-0.0268144
9.45717	9051.25
9.19618	8125.49
9.07975	7736.35
8.65609	6437.6
1.48927	16.1261
1.71789	23.8349
0.682234	2.51177
6.51019	2175.5
7.36875	3478.13
1.0242	6.34525
1.60007	19.5718
0.939738	5.1952
1.21734	9.616
0.246431	-0.120597
7.62306	3957.97
9.56959	9473.56
0.278999	0.0204562
6.46604	2120.41
1.08057	7.20198
4.27926	462.158
3.09732	149.225
0.186028	-0.365066
8.85293	7018.7
7.57873	3870.94
5.09539	872.583
1.65785	21.5812
7.62909	3969.92
8.8083	6883.61
4.99552	811.321
8.7513	6713.96
7.34772	3440.53
2.35033	60.5976
0.516163	1.28984
6.05485	1656.51
8.75949	6738.14
5.04011	838.254
6.78388	2541.54
9.89394	10775.4
6.04792	1649.42
4.96345	792.365
5.8975	1501.06
8.95479	7334.46
0.446309	0.865888
8.82853	6944.61
1.08217	7.2274
5.20112	941.196
5.78829	1399.85
0.0994464	-0.6808
3.87075	323.053
4.77138	685.768
1.92946	33.2765
5.07894	862.256
7.75009	4215.56
3.54395	237.006
6.97759	2827.42
9.12791	7895.56
6.70958	2437.88
7.05776	2952.6
4.26894	458.16
0.209125	-0.274101
2.12958	44.6839
9.47594	9120.75
5.02821	831.003
1.94261	33.947
6.44719	2097.21
1.27989	10.896
2.64949	88.8649
3.36029	197.107
7.03689	2919.62
0.381374	0.511636
9.53592	9345.55
7.5474	3810.3
8.74348	6690.93
6.34001	1968.95
2.43531	67.784
6.35797	1990.01
8.50488	6016.41
2.3738	62.5202
7.2095	3200.91
3.3922	203.636
0.50226	1.20165
4.85009	728.034
8.9747	7397.43
2.42293	66.6981
5.27509	991.583
4.94446	781.301
